title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Pand-i ʻAṭṭār.,پند عطار,,,Pand-i ʻAṭṭār
Panormia,,,,Panormia
Pantheon,,,,Pantheon
Paolo Bertini power of attorney,,,,Power of attorney
Paolo del Calandra deed of gift,,,,Deed
"Papal bull, 1234 July 13, Rieti, Italy promulgating the cult of St. Dominic to the entire Church",,,,Papal bull
"Papal bull, 1474 February 7, confirming the privileges which had been granted to the Augustinian Order by Pope Nicholas V, reconfirmed 1491 March 24, Rome by Raphael, cardinal of San Giorgio",,,,Papal bull
"Papal bull in the name of Sixtus IV uniting the church of St. Peter ""ad Montonem"" with a perpetual chaplaincy dedicated to the Virgin Mary in the church of Atria",,,,Papal bull
"Papal bulls relating to the Benedictine abbey of S. Giustina of Padua, 1433-1437",,,,Papal bulls
Papyrus Fragments with Hieroglyphs,,,,Papyrus fragments with hieroglyphs
Paradoxa,,,,Paradoxa
Partnership agreement,,,,Agreement
Paschale carmen,,,,Paschale carmen
Pasquillus in aulicos,,,,Pasquillus in aulicos
Passionale,,,,Passionale
Passionarium omnes quatuor passiones,,,,Passionale
Passione del nostro signore cio e del venerdi sancto,,,,Passione del nostro signore
"Passion of Christ and apocryphal stories, including translations from the Nicodemus Gospel",,,,Gospel of Nicodemus
Passion of Saint Catherine of Alexandria,,,,Passion of St. Catherine of Alexandria
Passio sancti Blasii ... etc,,,,Passio sancti Blasii
Pastor's schedule in four German dialects,,,,Pastor's schedule
Patristic writings,,,,Patristic writings
Pattern-book,,,,Pattern-book
"Pattern-book of bridles, bits and straps",,,,Pattern-book
Pattern-books of bridles and harnesses,,,,Pattern-books
Pawilhar,,,,Pawilhar
Payment receipt,,,,Receipt
Payment request,,,,Request
Pen Flourished Initial,,,,Decorated initial
Penitential Psalms and fifteen Gradula Psalms,,,,Psalter
Pentateuch in the Syro-Hexapla version,,Bible.,,Bible
Pentecost,,,,Miniature
Periermenias Aristotelis ... etc,,,,Periermenias
Peri Hermenias,,,,Periermenias
Periochae,,,,Periochae
Permission to Pedro de Anaya to erect a house,,,,Permission
Perpetual calendar with Metonic cycle,,,,Calendar
Persian Calligraphy in Cloudbands,,,,Persian calligraphy in cloudbands
Persian ethical treatise,,,,Ethical treatise
Persian manuscript,,,,Persian manuscript
Persii opera,,,,Persian works
Pesiḳta rabata,פסיקתא רבתא.,Pesikta rabbati.,פסיקתא רבתי.,Pesikta rabbati
"Peter Comestor, 'Historia Scholastica,' Incunabulum printed at Basel by Amerbach, 1486",,,,Historia scholastica
"Petition, between 1653 December and 1658 September, Wiltshire? to Lord Protector Oliver Cromwell for clergy in Wiltshire and throughout the land? to retain their livings",,,,Petition
Petition for guardianship,,,,Petition
Petrino Blassori power of attorney,,,,Power of attorney
Phaedon,,Phaedo.,,Phaedo
Phalaridis Epistolae,,,,Phalaridis Epistolae
Philosophical and Theological Notes,,,,Philosophical and theological notes
Philosophical text,,,,Philosophical text
"Philosophical Text: Aristotle's Physics, or On Generation and Corruption",,,,Physics;On generation and corruption
Physica,,,,Physics
Piccolomini family land agreement,,,,Family documents
Piero di Binduccio power of attorney,,,,Power of attorney
Pietro Lamberto legal decision,,,,Legal documents
Pietro Parenzi notarial document,,,,Notarial documents
Pietro Partini deed,,,,Deed
Pistoia notarial documents,,,,Notarial documents
Plinii Veronensis de Viris illustribus Liber incipit feliciter. In nomine domini,,,,De Viris illustribus
Plurimorum uerborum nominum uel? differentiae non inutiles & necessarie,,De differentiis verborum,,De differentiis verborum
Podestà of Fucecchio order,,,,Order
Poem,,,,Poetry
"Poems, letters, prose",,,,Poems;Letters
Poems; manuscript copy written by Philips' friend Sir Edward Dering (1625-1684),,,,Poems
Poems based on the Seven Penitential Psalms,,,,Poems on the Seven Penitential Psalms
Poems by Catullus and Tibullus,,,,Poems
Poems on monastic life,,,,Poetry
Poesias y obras,,,,Poetry
Poetical miscellany,,,,Poetry
Poetry,,,,Poems
Polemical Treatise or Letter on Liturgical and Monastic Matters,,,,Religious treatise
Pontifical,,,,Pontifical
Pontifical (Fragment Kenneth Spencer Research Library. MS 9/2:28),,,,Pontifical
Pontifical and Missal,,,,Pontifical;Missal
Pontifical bifolium,,,,Pontifical
Pope Adrian VI bull,,,,Bull
Pope Alexander VI bull,,,,Bull
Pope Boniface VIII and attendants,,,,Legal text;Miniature
Pope Clement VII bull,,,,Bull
Pope Gregory XIII papal brief,,,,Bull
Pope Gregory XIV bull,,,,Bull
Pope Julius II bull,,,,Bull
Pope Leo X brief,,,,Papal brief
Pope Leo X bull,,,,Bull
Pope Paul III bull,,,,Bull
Pope Pius III agreement,,,,Papal agreement
Pope Pius III bull,,,,Bull
Pope Pius III judgment,,,,Papal judgement
Pope Pius III judgment review,,,,Papal judgement
Pope Pius IV brief,,,,Papal brief
Pope Sixtus V brief,,,,Papal brief
Pope Sixtus V indulgence,,,,Indulgence
Porcelii poetae clarissimi et oratoris Ortographia,,,,Orthographia
Portolan atlas,,,,Atlas
Portolano de Venezia,,,,Port laws (Venice)
Portrait of Abd al-Latif Seated with a Student,,,,Portrait of Abd al-Latif seated with a student
Portrait of a Cavalier Reclining on a Cushion,,,,Portrait of a Cavalier
Portrait of a Court Official with a Cane,,,,Portrait of a court official
Portrait of a Georgian Orthodox Priest,,,,Portrait of a Georgian Orthodox priest
Portrait of Ahmad Khan Bengash on a Terrace,,,,Portrait of Ahmad Khan Bengash
Portrait of Ahmad Shah Durrani Holding a Flower,,,,Portrait of Ahmad Shah Durrani holding a flower
Portrait of Alivardi Khan on a Terrace,,,,Portrait of Alivardi Khan
Portrait of a Man Holding a Blank Notebook,,,,Portrait of a man holding a blank notebook
Portrait of a Man Holding a Piece of Fruit,,,,Portrait of a man holding a piece of fruit
Portrait of a Man Holding a Porcelain Cup,,,,Portrait of a man holding a porcelain cup
Portrait of a Man in a Gray Flowered Coat,,,,Portrait of a man in a floral coat
Portrait of a Man in a Pink Turban Sitting with a Plate of Fruit,,,,Portrait of a man in a pink turban
Portrait of a Man in a Red Turban with a Plate of Fruit,,,,Portrait of a man in a red turban
Portrait of a Man Sitting on a Rug with a Plate of Fruit,,,,Portrait of a man with a plate of fruit
Portrait of a Man Standing with a Cane,,,,Portrait of a man with a cane
Portrait of a Mughal Emperor Holding a Flower,,,,Portrait of a Mughal emperor
Portrait of a Mughal Minister,,,,Portrait of a Mughal minister
Portrait of a Mughal Princess with Fireworks,,,,Portrait of a Mughal princess with fireworks
Portrait of a Mughal Prince Standing in a Red and Gold Turban,,,,Portrait of a Mughal prince in a red and gold turban
Portrait of a Mughal Prince with Red Boots,,,,Portrait of a Mughal prince in red boots
Portrait of an Army Officer Holding a Drinking Cup,,,,Portrait of an army officer
Portrait of an Army Secretary,,,,Portrait of an army secretary
Portrait of an Old Man on an Animal-Skin Rug,,,,Portrait of an old man on an animal-skin rug
Portrait of an Unidentified Mughal Minister Seated on a Terrace,,,,Portrait of an unidentified Mughal minister
Portrait of an Unidentified Mughal Nobleman in Green Brocade Coat,,,,Portrait of an unidentified Mughal nobleman in green coat
Portrait of an Unidentified Mughal Nobleman Seated on a Terrace,,,,Portrait of an unidentified Mughal nobleman
Portrait of an Unidentified Mughal Nobleman Standing with Sword,,,,Portrait of an unidentified Mughal nobleman with sword
Portrait of an Unidentified Mughal Nobleman Wearing an Orange Turban,,,,Portrait of an unidentified Mughal nobleman in orange turban
Portrait of an Unidentified Mughal Nobleman with Shield Wearing Yellow and Green,,,,Portrait of an unidentified Mughal nobleman with shield
Portrait of an Unidentified Nobleman Holding a Flower,,,,Portrait of an unidentified nobleman with flower
Portrait of an Unidentified Nobleman Holding a Strand of Pearls,,,,Portrait of an unidentified nobleman with pearls
Portrait of an Unidentified Nobleman Seated on a Terrace Holding a Berry,,,,Portrait of an unidentified nobleman with berry
Portrait of an Unidentified Nobleman Wearing Orange and Holding a Flower,,,,Portrait of an unidentified nobleman with flower
Portrait of an Unidentified Nobleman with Red-Strapped Shield,,,,Portrait of an unidentified nobleman with shield
Portrait of an Unidentified Princess Holding a Jeweled Cup and Jug,,,,Portrait of an unidentified princess with cup and jug
Portrait of an Unidentified Raja Holding a Flower on a Terrace,,,,Portrait of an unidentified Raja with flower
Portrait of a Princess Holding a Flower and a Berry,,,,Portrait of a princess with a flower and a berry
Portrait of a Prince Standing by a Flowering Shrub,,,,Portrait of a prince by flowering shrub
Portrait of a Prince with Two Attendants; Persian Calligraphy,,,,Portrait of a prince with two attendants;Persian calligraphy
Portrait of Aqa Muhammad Sadiq Holding a Fruit,,,,Portrait of Aqa Muhammad Sadiq holding a fruit
Portrait of Asaf Jah,,,,Portrait of Asaf Jah
Portrait of a Seated Man with Bow Smoking a Hookah,,,,Portrait of a seated man with bow and hookah
Portrait of a Seated Woman Holding a Flower; Persian Calligraphy,,,,Portrait of seated woman with flower;Persian calligraphy
Portrait of a Woman Sitting on a Rug Holding a Bouquet,,,,Portrait of woman holding a bouquet
Portrait of a Young Man Wearing Orange and Green,,,,Portrait of young man
Portrait of a Young Man with Hookah,,,,Portrait of young man with hookah
Portrait of a Young Mughal Prince Holding a Flower,,,,Portrait of a young Mughal prince
Portrait of a Young Nobleman on a Terrace with Attendant,,,,Portrait of young nobleman with attendant
Portrait of Emperor Akbar Holding a Hawk in Jesses,,,,Portrait of Emperor Akbar holding a hawk
Portrait of Emperor Akbar II,,,,Portrait of Emperor Akbar II
Portrait of Emperor Akbar with his Hawk; Persian Calligraphy,,,,Portrait of Emperor Akbar with his hawk;Persian calligraphy
Portrait of Emperor Aurangzeb on His Throne,,,,Portrait of Emperor Aurangzeb on his throne
Portrait of Emperor Aurangzeb on His Throne on a Terrace,,,,Portrait of Emperor Aurangzeb on his throne
Portrait of Emperor Aurangzeb Standing with Halo,,,,Portrait of Emperor Aurangzeb with halo
Portrait of Emperor Babur Seated on a Terrace; Persian Calligraphy,,,,Portrait of Emperor Babur;Persian calligraphy
Portrait of Emperor Jahangir as a Young Prince; Persian Poetry,,,,Portrait of Emperor Jahangir as a young prince;Persian poetry
Portrait of Emperor Muhammad Shah with Blue Halo,,,,Portrait of Emperor Muhammad Shah with blue halo
Portrait of Guru Hargobind on Horseback,,,,Portrait of Guru Hargobind on horseback
Portrait of Guru Nanak and a Musician,,,,Portrait of Guru Nanak and a musician
Portrait of Hajji Ebrahim,,,,Portrait of Hajji Ebrahim
Portrait of Mahabat Khan as an Old Man,,,,Portrait of Mahabat Khan as an old man
Portrait of Mahabat Khan Standing with Flower and Shield,,,,Portrait of Mahabat Khan with flower and shield
Portrait of Maharaja Bakht Singh,,,,Portrait of Maharaja Bakht Singh
Portrait of Maharaja Suraj Mal Smoking a Hookah on a Terrace,,,,Portrait of Maharaja Suraj Mal smoking hookah
Portrait of Makarim Khan Smoking a Hookah on a Terrace,,,,Portrait of Makarim Khan smoking hookah
Portrait of Man Singh I as a Young Man,,,,Portrait of Man Singh I as a young man
Portrait of Mirza Jamal with His Flute,,,,Portrait of Mirza Jamal with his flute
Portrait of Mirza Javad Tarmal Holding a Brush,,,,Portrait of Mirza Javad Tarmal holding a brush
Portrait of Mirza Taghi with a Hookah,,,,Portrait of Mirza Taghi with hookah
Portrait of Mirza Tahir,,,,Portrait of Mirza Tahir
Portrait of Nader Shah on His Throne,,,,Portrait of Nader Shah on his throne
Portrait of Nawab Jahandar Khan with Shield and Sword,,,,Portrait of Nawab Jahandar Khan with shield and sword
Portrait of Nawazish Muhammad Khan Standing on a Terrace,,,,Portrait of Nawazish Muhammad Khan
Portrait of Qothi Vala on a Terrace,,,,Portrait of Qothi Vala
Portrait of Qutb al-Din Bakhtiar Kaki Standing with Tiger-Skin Mat,,,,Portrait of Qutb al-Din Bakhtiar Kakiwith tigerskin mat
Portrait of Raja Birbal,,,,Portrait of Raja Birbal
Portrait of Raja Birbal Seated with Bow and Arrow,,,,Portrait of Raja Birbal with bow and arrow
Portrait of Sayyid Muhammad Husayn Khan Kneeling on a Terrace,,,,Portrait of Sayyid Muhammad Husayn Khan kneeling
Portrait of Shah Jahan on His Throne Holding a Flower,,,,Portrait of Shah Jahan on his throne holding a flower
Portrait of Shah Jahan Standing on a Terrace with Sword,,,,Portrait of Shah Jahan with sword
Portrait of Shah Jahan Standing with Sword,,,,Portrait of Shah Jahan with sword
Portrait of Shah Shuja with Green Halo,,,,Portrait of Shah Shuja with green halo
Portrait of Syed Hussain Ali Khan Seated on a Rug on a Terrace,,,,Portrait of Syed Hussain Ali Khan
"Portrait of the ""Under Master of Ceremonies""",,,,"Portrait of the ""Under Master of Ceremonies"""
Portrait of the Hajji Mu'tamid al-Dawlah,,,,Portrait of the Hajji Mu'tamid al-Dawlah
Portrait of Unidentified Mughal Attendant Wearing a Red Patterned Turban,,,,Portrait of unidentified Mughal attendant wearing a turban
Portrait of Unidentified Mughal General with Shield,,,,Portrait of unidentified Mughal general with shield
"Portrait of Zafar Ali Khan, Who Died in Battle",,,,Portrait of Zafar Ali Khan
Postilla epistolarum dominicalium,,,,Postilla epistolarum dominicalium
Postilla in libro Ecclesiastico,,,,Commentary on Ecclesiastes
Postilla super totam Bibliam,,,,Commentary on the Bible
Power of attorney,,,,Power of attorney
Practica geometriae,,,,Geometry text
Practicks of the law of Scotland,,,,Scottish law manuscript
Pratica deli devoti,,,,Pratica dei devoti
Prayer,,,,Prayers
Prayer against the plague; Prayer book,,,,Prayerbook
Prayerbook,,,,Prayerbook
Prayer Book,,,,Prayerbook
Prayer book,,,,Prayerbook
"Prayer Book, Use of Cologne",,,,Prayerbook
Prayer book and processional,,,,Prayerbook
Prayers,,,,Prayers
"Prayers, with rubrics in French",,,,Prayers
Prayers and commentary,,,,Prayerbook
Prayers and devotional poems,,,,Prayers;devotional poems
Prayers and Qur'ānic verses,,,,Prayers and Qur'ānic verses
Prayers in honor of virgins,,,,Prayers
Prediche sul nome di Gesu /,,,,Sermons
Prefaces to martyrologies,,,,Martyrologies
"Prefacio in itinerarium, seu, Peregrinationem Beate Virginis et Dei genetricis Marie",,Itinerarium Beatae Virginis Mariae.,,Itinerarium Beatae Virginis Mariae
Prenosticatio,,Prognosticatio,,Prognosticatio
Presentation in the Temple,,,,Miniature
"Priest's book (Lections, Epistles, sermons)",,,,Pastoral care
Priorista fiorentino dal 1282-1466,,,,Priorista fiorentino
Privilege of citizenship,,,,Privileges
Privileges for the Eremite Friars of St. Augustine,,,,Privileges
Privilegia et documenta de monasterium S. Zenonis aiorii Veronae spectantia ab anno 883 usque ad annum 1533,,,,Privileges
Privilegia et libertates,,,,Privileges
Probate of a Will,,,,Will
Probi Emilii liber de excellentissimus ducibus exterarum gentium feliciter incipit,,,,De excellentibus ducibus exterarum gentium
Proceedings of the inquisition under the podestà of Perugia and the administration of Alessandro Zeno,,,,Proceedings
Procès criminel contre Girard Didelot blasphémateur (1569) (Dossier original),,,,Procès criminel contre blasphémateur
Processi contra il vescovo di Valva del 1500 ... etc,,,,Processi contra il vescovo
Processional,,,,Processional
Processional; Astronomical Text binding fragment,,,,Processional;Astronomy
"Processional or Gradual: Holy Saturday and Easter, with neumes",,,,Processional;Gradual
Processi per la signora Francesca di Vincenzo de' Medici... etc,,,,Processi per la signora Francesca
"Processo contra Ysabel Rodriguez, natural dela Salceda en Portugal, muger de Manuel Diaz, mercader de Mexico ... etc",,,,Processo contra Ysabel Rodriguez
Processus? honorabilis procuratoris fiscalis heretice et apostatice pravitatis Archiepiscopatus civitatis Ceserauguste contra Johannem de Gurrea Pelliparinum habitatorem ville Exee militum super causa fidei,,,,Processus honorabilis procuratoris fiscalis
Proces verbal de la response faicte sur les lectres de Messieurs les Agens Generaulx du ClergeÌ¹ de France Par Monseigneur Illustrissime et Reverendissime Cardinal de Guise Archievesque duc de Reims premier pair de France A Messieurs les Evesques de deputy du diocese de la Prouince du dict Reims,,,,Minutes on clerical matters
Pro Cluentio,,,,Pro Cluentio
Profession ritual and Benedictine rule for nuns,,,,Ritual and Benedictine rule
Prognostication manual,,,,Prognostication manual
Prolegomena in Aristotelem,,,,Prolegomena in Aristotelem
Prologue to Liber questionum hebraicarum in Genesim,,,,Liber quaestionum Hebraicarum in Genesim
Prologue to the Vitaspatrum Life of Macarius,,,,Life of Macarius
Promissory Note,,,,Promissory note
Property inventory of Bivigliano de' Medici,,,,Inventory
Property survey,,,,Property survey
Propositio aduersus quosdam curiosos detractores ecclesiae,,,,Propositio aduersus quosdam curiosos detractores ecclesiae
Proprium de tempore ... etc,,,,Proprium de tempore
Pros mathēmatikous ... etc,,,,Pros mathēmatikous
Prosper of Aquitaine,,,,Life of St. Prosper of Aquitaine
"Prothocolus abreuiatura, copies of notarial instruments documenting purchases, sales, debts, and last wills and testaments, etc",,,,Legal documents
Protocol-book B,,,,Protocols
"Proverbs 13:21 - 14:18, with marginal and interlinear commentary",,,,Bible;Proverbs
Provinciale secundum provincias,,,,Provinciale secundum provincias
Psalm 117:16-28,,,,Bible;Psalms
"Psalm 143:9 - end, with canticles",,,,Bible;Psalms
Psalm 73:2-23,,,,Bible;Psalms
Psalms,,,,Bible;Psalms
"Psalms 10:7 - 12:6, with contemporary and later interlinear and marginal glosses",,,,Bible;Psalms
Psalms 102:14 - 103:4,,,,Bible;Psalms
Psalms 103:33 - 104:15,,,,Bible;Psalms
Psalms 118:5 - 130:3,,,,Bible;Psalms
Psalms 27:7 - 31:9,,,,Bible;Psalms
Psalms 31:10 - 33:14,,,,Bible;Psalms
Psalms 76:9 - 77:1,,,,Bible;Psalms
Psalms 90:7 - 91:3,,,,Bible;Psalms
Psalms and Canticles,,,,Psalter
Psalter,,Psalter (Princeton University Library. Garrett MS. 35),,Psalter
Psalter,,,,Psalter
"Psalter, canticles, and litany",,,,Liturgical texts
"Psalter, diurnal",,,,Psalter
"Psalter, ferial",,,,Psalter
"Psalter, glossed",,,,Psalter
"Psalter, noted",,,,Psalter
"Psalter, Sarum or Hereford use",,,,Psalter
Psalter (Smith College Ms. 291),,,,Psalter
Psalter and breviary,,,,Psalter and breviary
Psalter and Litany,,,,Psalter and Litany
Psalter bifolium,,Bible.,,Bible;Psalter
Psalter for choir use,,,,Psalter
Psalter fragment,,Bible.,,Bible;Psalter
Psalter-Hours,,,,Psalter;Book of hours
Psalterium abreviatum,,,,Psalms
Psalterium cum canticis,,,,Psalter
Psalter leaf,,Bible.,,Bible;Psalter
Psalter of the Breviary,,,,Psalter;Breviary
Psalter of the Virgin,,,,Psalter
Psalter or Breviary,,,,Psalter;Breviary
"Psalter with canticles, Latin and Middle English",,Bible.,,Psalter
Pu'an ji,蒲菴集 :,Selections.,,Selections
Puccino Ferri deed,,,,Deed
Pulinsidun da xue Dong Ya tu shu guan cang Dunhuang Tulufan wen xian,普林斯頓大學東亞圖書館藏敦煌吐魯番文獻.,,,Dunhuang Tulufan wen xian
Pupilla oculi,,,,Pupilla oculi
Qalāyid al-jawāhir fī manāqib al-Shaykh ʻAbd al-Qādir,قلايد الجواهر في مناقب الشيخ عبد القادر.,Qalāʼid al-jawāhir fī manāqib al-Shaykh ʻAbd al-Qādir,قلائد الجواهر في مناقب الشيخ عبد القادر,Qalāʼid al-jawāhir fī manāqib al-Shaykh ʻAbd al-Qādir
Qaṣīdah ... etc,قصيدة ... الخ.,,,Qaṣīdah
Qaṣīdat al-Burdah ... etc,قصيدة البردة ... الخ.,,,Qaṣīdat al-Burdah
Qaṭr al-nadā wa-ball al-ṣadā.,قطر الندا وبل الصدا,,,Razmnama leaf
Qianlong 47 nian chu ru yin qian liu shui zhang,乾隆肆拾柒年出入銀錢流水帳.,,,Qianlong 47 nian chu ru yin qian liu shui zhang
Qin ding Rehe zhi,欽定熱河志 :,,,Qin ding Rehe zhi
Qiṭaʻ min al-manẓūmāt al-sabʻ,قطع من المنظومات السبع.,,,Qiṭaʻ min al-manẓūmāt al-sabʻ
Qiṭaʻ min Anwār al-tanzīl wa-asrār al-taʼwīl,قطع من انوار التنزيل واسرار التأويل,Anwār al-tanzīl wa-asrār al-taʼwīl.,انوار التنزيل واسرار التأويل.,Anwār al-tanzīl wa-asrār al-taʼwīl
Qiṭʻah min Tafsīr al-Qushayrī min Sūrat Banī Isrāʼīl ilá akhir Sūrat Qad Afllaḥa al-Muʼminūn,"قطعة من تفسير القشيري من سورة بني اسرائيل الى اخر سورة قد افلح
				المؤمنون.",Taysīr fī ʻilm al-tafsīr.,تبسير في علم التفسير.,Taysīr fī ʻilm al-tafsīr
Quadragesimale,,,,Quadragesimale
Quadragesimale Rothimata /,,,,Quadragesimale Rothimata
Quaestiones quodlibetales,,,,Quaestiones quodlibetales
Quaestionum canonisticarum collectio Aragonensis,,,,Quaestionum canonisticarum
Quan shi ji,全室集 :,,,Quan shi ji
Quaternus protocollorum,,,,Quaternus protocollorum
Questiones logicales ... etc,,,,Questiones logicales
Questiones Super Secundo Sententiarum,,,,Questiones super secundo sententiarum
Questions on Aristotle's Physics,,,,Commentary on Aristotle's Physics
Quid sit annus solaris,,,,Quid sit annus solaris
Quinque libri Egesippi nacione Judei de excidio iudeorum,,De bello Judaico.,,De bello Judaico
Quit claim,,,,Quitclaim
Quodlibeta / James of Viterbo ...et al,,,,Quodlibet
Quod unigentius dei filius propter formam servi minor patri dicatur qui informa dei aequalis est patri ex eodem de trinitate libro primo titulo viii.,,,,Unigenitus Dei Filius
Qur'ān leaf,,Qurʼan.,قرآن.,Qurʼan
Quran Leaf,,,,Qurʼan
Quran Leaves,,,,Qurʼan
Qurʼān leaves,,Qurʼan.,قرآن.,Qurʼan
Qurʼān selections and prayers,,Qurʼan.,,Qurʼan
Qūt al-muḥtāj fī sharḥ al-Minhāj,قوت المحتاج في شرح المنهاج,Qūt al-muḥtāj fī al-Minhāj.,قوت المحتاج في المنهاج.,Qūt al-muḥtāj fī al-Minhāj
Rabanus de origine rerum,,,,De rerum naturis
Rabīʻ al-anwār,ربيع الانوار.,,,Rabīʻ al-anwār
Racccolti del entrata delle gabelle delle bestie di Firenze,,,,Racccolti del entrata delle gabelle delle bestie
Raccolta di celebri arcani chimici da diversi famosi filosofi dati in luce et esperimentati,,,,Raccolta di celebri arcani
Raginamento d'amore /,,,,Ragionamenti d'amore
Raihei Kanshi shashin /,来聘韓使写真 /,,,Raihei Kanshi shashin
"Ranulph Higden, Polychronicon Translation by John Trevisa",,,,Polychronicon
Ratiffication pour noble Gaolon Garnier dit de la Galliniere,,,,Ratification
Rationale divinorum officiorum,,,,Rationale divinorum officiorum
Rawḍat al-adhhān fī maʻrifat tashrīḥ badan al-insān,روضة الاذهان في معرفة تشريح بدن الانسان.,Tashrīḥ-i Manṣūrī,تشريح منصورى,Tashrīḥ-i Manṣūrī
Rayḥānat al-alibbā wa-zahrat al-ḥayāh al-dunyā /,ريحانة الالبا وزهرة الحياة الدنيا /,,,Rayḥānat al-alibbā wa-zahrat al-ḥayāh al-dunyā
Rayḥānat murtāḥ min Kitāb Rayḥān al-arwāḥ,,Rayḥān al-arwāḥ,,Rayḥān al-arwāḥ
"Razmnama Leaf, A King Asks a Sage to Help Find His Lost Son; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bharata Begs Rama, Sita, and Lakshmi to Return from Exile; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bhima Slaughters Seven Hundred Elephants with His Mace; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bhima Slays Archers Led by Duryodhana; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bhima Tries to Lift Hanuman's Tail; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bhishma Instructs Yudhishthira in the Principles of the Sankhya System of Philosophy; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Dhritarashtra Crushes the Iron Statue Brought in Bhima's Stead; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Drona's Son Ashvatthaman Unleashes the Flaming Narayanastra at the Pandavas; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Hindu and Muslim Scholars Translate the Mahabharata from Sanskrit into Persian; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Kalakavrikshiya Informs Kshemadarshin about the Treachery in His Kingdom; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Karna Slays the Kaikeya Prince Vishoka; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, King Dhritarashtra Summons the Sage Sanjaya; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Parashurama Prepares Bhishma to Battle for the Hand of Princess Amba; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Sage Brihaspati Describes the Evils of Anarchy to King Vasumanas; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Cloud Kundadhara Bestows Virtue on a Brahman; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Fateful Game of Dice; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Fifth Day of Battle; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The First Day of Battle; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Gods Arrive to Escort King Ikshvaku and the Pious Brahman to Heaven; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Importance of Honoring One's Teacher; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Monkeys and Bears Construct a Bridge to Lanka; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The River Goddess Ganga Explains Why Trees Are Uprooted while Reeds Are Not; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Sarngaka Birds Survive the Burning of the Khandava Forest; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Yudhishthira and Draupadi Give Away Their Possessions to Brahmans; Razmnama Leaf",,,,Razmnama leaf
Re'gime du corps,,,,Régime du corps
"Reading of the Carta Forestae in the Red Book of the Exchequer. Followed by The Charge of Swainmote Court (fol. 42v-44r) written by a second hand in three sections, for a total of thirty-nine provisions",,,,Reading of the Carta Forestae in the Red Book of the Exchequer
Readings on Statutes,,,,Statutes
Receipt,,,,Receipts
"Receipt, 1649 July 5, recording payment from Thomas Fauconberge, Receiver General for the Public Revenue, for charcoales provided and delivered for fuell to the house of Peers",,,,Receipt
"Receipt, 1671 June 5, acknowledging payment due anually to Apsley as Master of His Majesty's Hawks from Lawrence Squibb, a Teller of the Exchequer; registered 1671 July 4",,,,Receipt
"Receipt, 1672 December 30, for an annuity; dated at the head 1678 April 18",,,,Receipt
Receipt against sickness that comes of cold,,,,Receipt
Receipt book,,,,Receipts
"Receipt for 180 livres, 1664 August 11, France",,,,Receipt
Receipt for the brewing tax (ζυτηρά),,,,Tax receipt
"Receipts, 1600 April? 13, Episcopal palace, Paris, for la somme de 39 escus",,,,Receipts
Rechnung vom Schiffmeister Ampt,,,,Invoice
Recipe against worms,,,,Medicine miscellany
Recognizance,,,,Recognizance
"Recognoyssenssas et fieux novels appertenens al noble Joham de Vernoils, seigneur de Peyrat et conseigneur de Pompinhan an los locs de Pompinhan et de Gresolas",,,,Notarial documents
Reconoychenssas de Salelas e de Lemosis,,,,Reconoychenssas
"Record of an Agreement made in the Queen's Court, Westminster, 1572",,,,Records
Record of the heresy trial of Johann von Wesel,,,,Records
"Records of agreements between members of the Bragadin family, regarding property and obligations",,,,Family documents
Records of lawsuit,,,,Records
"Records of the Priorista of the city of Florence, 1282-1509",,,,Records
Recueil de diverses recettes médécinales,,,,Medicine miscellany
Regensburg indulgence,,,,Indulgence
Register of accounts,,,,Accounts book
